,Dataset,Method,Mask Type,Ratio,Avg MSE,STD of MSE,Avg Acc,STD of Acc
851,magic,Harpoon_ordinal_mae,MCAR,0.5,0.834358866625937,0.0163343096824047,0.0,0.0
852,magic,Harpoon_ordinal_mse,MCAR,0.5,0.9209652431752196,0.0088538980490259,0.0,0.0
853,magic,harpoon_ohe_mae_kld,MCAR,0.75,1.093075394630432,0.012490190565586,,
854,magic,harpoon_ohe_mse_kld,MCAR,0.75,1.1824440956115725,0.0093617839738726,,
855,magic,Harpoon_ordinal_mae,MCAR,0.75,1.0772497771965148,0.0138976945254221,0.0,0.0
856,magic,Harpoon_ordinal_mse,MCAR,0.75,1.1500719286221304,0.0171373239243939,0.0,0.0
857,magic,harpoon_ohe_mae_kld,MNAR,0.25,0.8757955431938171,0.149687111377716,,
858,magic,harpoon_ohe_mse_kld,MNAR,0.25,1.0301616191864014,0.1774134337902069,,
859,magic,Harpoon_ordinal_mae,MNAR,0.25,0.8269868493663154,0.1398403663055591,0.0,0.0
860,magic,Harpoon_ordinal_mse,MNAR,0.25,0.9238464105064936,0.1377192841003619,0.0,0.0
861,magic,harpoon_ohe_mae_kld,MNAR,0.5,0.8534765243530273,0.0872450172901153,,
862,magic,harpoon_ohe_mse_kld,MNAR,0.5,0.9460600018501282,0.1057339012622833,,
863,magic,Harpoon_ordinal_mae,MNAR,0.5,0.824363029555905,0.0876762786691918,0.0,0.0
864,magic,Harpoon_ordinal_mse,MNAR,0.5,0.8979824728722285,0.0736301177772552,0.0,0.0
865,magic,harpoon_ohe_mae_kld,MNAR,0.75,1.035427808761597,0.0934402421116828,,
866,magic,harpoon_ohe_mse_kld,MNAR,0.75,1.127500057220459,0.0740926340222358,,
867,magic,Harpoon_ordinal_mae,MNAR,0.75,1.0257775093275217,0.1035068652474999,0.0,0.0
868,magic,Harpoon_ordinal_mse,MNAR,0.75,1.0996790348630483,0.0920137497918486,0.0,0.0
869,shoppers,harpoon_ohe_mae_kld,MAR,0.25,0.7747341820631387,0.0816312381171929,51.134734209618976,5.348952287315623
870,shoppers,harpoon_ohe_mse_kld,MAR,0.25,1.0438376601627375,0.1570499052077249,51.2675099662171,5.283497482991123
871,shoppers,Harpoon_ordinal_mae,MAR,0.25,1.0528044224861954,0.1374706367552546,45.119993458016175,4.4796834325407175
872,shoppers,Harpoon_ordinal_mse,MAR,0.25,1.4510931336574144,0.2332081342770388,45.16240149768657,4.053544289126744
873,shoppers,harpoon_ohe_mae_kld,MAR,0.5,0.8521564110035611,0.0648094574690278,48.04956146540865,4.983347274496297
874,shoppers,harpoon_ohe_mse_kld,MAR,0.5,1.0730963557119155,0.1233020850407713,48.04024783304501,5.0583949605191485
875,shoppers,Harpoon_ordinal_mae,MAR,0.5,1.0869027569888623,0.1236494931187669,43.162816947836575,4.800731242397094
876,shoppers,Harpoon_ordinal_mse,MAR,0.5,1.359668969730686,0.1831223169962014,43.23970928030862,4.155308679046153
877,shoppers,harpoon_ohe_mae_kld,MAR,0.75,1.1491581644739892,0.0429946488086071,48.12148280585596,4.443980469277369
878,shoppers,harpoon_ohe_mse_kld,MAR,0.75,1.2863992135480964,0.0523309645905725,47.67798638578768,4.557140950123317
879,shoppers,Harpoon_ordinal_mae,MAR,0.75,1.2605943784813542,0.0405274288355685,45.447205116677424,3.501967440698192
880,shoppers,Harpoon_ordinal_mse,MAR,0.75,1.5025306184029588,0.0726162564310433,44.86529998942336,3.544814998242176
881,shoppers,harpoon_ohe_mae_kld,MCAR,0.25,0.7996614745005198,0.0367359665212987,54.36744296604287,0.5020831784250792
882,shoppers,harpoon_ohe_mse_kld,MCAR,0.25,1.1087540655324064,0.0637411030793257,54.086295514408064,0.4045325061679344
883,shoppers,Harpoon_ordinal_mae,MCAR,0.25,1.0361743181406955,0.022568679990756,49.02632826898952,0.6317437469737318
884,shoppers,Harpoon_ordinal_mse,MCAR,0.25,1.5917839312881938,0.1395644718321519,48.47905297922093,0.3053117956464487
885,shoppers,harpoon_ohe_mae_kld,MCAR,0.5,0.9230879985559296,0.0174065512960239,52.18762591388156,0.339435585505815
886,shoppers,harpoon_ohe_mse_kld,MCAR,0.5,1.1298081676119849,0.0111977847911723,51.76326129074764,0.2658413530025646
887,shoppers,Harpoon_ordinal_mae,MCAR,0.5,1.1570043801658365,0.0294452007296724,47.049001712878,0.3384730444262546
888,shoppers,Harpoon_ordinal_mse,MCAR,0.5,1.5188199243404772,0.0381539901557232,47.00745379153366,0.283654886160815
889,shoppers,harpoon_ohe_mae_kld,MCAR,0.75,1.0909839437969766,0.0150504008291879,49.41580882216753,0.3247442366966176
890,shoppers,harpoon_ohe_mse_kld,MCAR,0.75,1.2481611476012466,0.021570792426394,48.99205562401856,0.4666738826519638
891,shoppers,Harpoon_ordinal_mae,MCAR,0.75,1.2473803475812433,0.0273944404563027,46.04663409861023,0.2218488562483418
892,shoppers,Harpoon_ordinal_mse,MCAR,0.75,1.496907033223778,0.0856612397979345,45.53034105593328,0.2009862317949208
893,shoppers,harpoon_ohe_mae_kld,MNAR,0.25,0.8383898528412935,0.0690105335871298,53.67016409892558,0.4594152894215049
894,shoppers,harpoon_ohe_mse_kld,MNAR,0.25,1.2056423534005996,0.073498037982176,53.74570650921684,0.4155468842678047
895,shoppers,Harpoon_ordinal_mae,MNAR,0.25,1.1367828514101816,0.0823438769647177,48.64227143852467,0.6774990062866636
896,shoppers,Harpoon_ordinal_mse,MNAR,0.25,1.7432092977619529,0.2316383168741031,48.32945488720489,0.7551204089696156
897,shoppers,harpoon_ohe_mae_kld,MNAR,0.5,0.8891513599613876,0.0089110288811552,51.68968015505176,0.9722385120885256
898,shoppers,harpoon_ohe_mse_kld,MNAR,0.5,1.1738277247364572,0.0561788792029423,51.24377283637004,0.9373368628675666
899,shoppers,Harpoon_ordinal_mae,MNAR,0.5,1.1328080614332623,0.033196311358484,47.10446313441925,0.9757417609740172
900,shoppers,Harpoon_ordinal_mse,MNAR,0.5,1.534635805675872,0.0476673236450699,46.85244093913375,0.827492946071454
901,shoppers,harpoon_ohe_mae_kld,MNAR,0.75,1.10625724170796,0.0291130915775198,49.2350898037518,0.4054770087597646
902,shoppers,harpoon_ohe_mse_kld,MNAR,0.75,1.243149708850311,0.0272258805829269,48.836697233147575,0.3699688992779832
903,shoppers,Harpoon_ordinal_mae,MNAR,0.75,1.2437743363036904,0.0098259263652534,46.24184886792143,0.509964105751063
904,shoppers,Harpoon_ordinal_mse,MNAR,0.75,1.4952341987863007,0.0167088573406351,45.65163419040579,0.4840373247290067
905,adult,harpoon_ohe_mae_linear,MAR,0.25,0.9889407545723298,0.0759670408159096,68.90601980764859,2.9238033536703343
906,adult,harpoon_ohe_mae_linear,MAR,0.5,1.0867888427770136,0.0667535866086129,63.45712550826788,3.193402353276013
907,adult,harpoon_ohe_mae_linear,MAR,0.75,1.3732303102634085,0.07397901973795,55.49017676773982,3.394968207995758
908,bean,harpoon_ohe_mae_linear,MAR,0.25,0.1494139432907104,0.053898099809885,,
909,bean,harpoon_ohe_mae_linear,MAR,0.5,0.2082185745239257,0.0597817748785018,,
910,bean,harpoon_ohe_mae_linear,MAR,0.75,0.4725084900856018,0.0256669614464044,,
911,california,harpoon_ohe_mae_linear,MAR,0.25,0.4079994559288025,0.0320610143244266,,
912,california,harpoon_ohe_mae_linear,MAR,0.5,0.7467203140258789,0.0731775537133216,,
913,california,harpoon_ohe_mae_linear,MAR,0.75,1.0939629077911377,0.0680689066648483,,
914,default,harpoon_ohe_mae_linear,MAR,0.25,0.5085571519349712,0.0591136511802291,73.2089607283344,2.2993706560768565
915,default,harpoon_ohe_mae_linear,MAR,0.5,0.5364747998211337,0.0536103206623734,67.16379176672345,2.326286267607172
916,default,harpoon_ohe_mae_linear,MAR,0.75,0.7813498255955222,0.0733263391676774,54.63757312562948,4.2851972415288975
917,gesture,harpoon_ohe_mae_linear,MAR,0.25,0.5193949341773987,0.0853246971964836,,
918,gesture,harpoon_ohe_mae_linear,MAR,0.5,0.5952663421630859,0.0737951323390007,,
919,gesture,harpoon_ohe_mae_linear,MAR,0.75,0.7904391288757324,0.0400262027978897,,
920,letter,harpoon_ohe_mae_linear,MAR,0.25,0.5229460000991821,0.0415858551859855,,
921,letter,harpoon_ohe_mae_linear,MAR,0.5,0.8761324882507324,0.0464953668415546,,
922,letter,harpoon_ohe_mae_linear,MAR,0.75,1.3157727718353271,0.0479393117129802,,
923,magic,harpoon_ohe_mae_linear,MAR,0.25,0.8777458071708679,0.2678440511226654,,
924,magic,harpoon_ohe_mae_linear,MAR,0.5,0.8144055604934692,0.1420422345399856,,
925,magic,harpoon_ohe_mae_linear,MAR,0.75,1.0226497650146484,0.0745877027511596,,
926,shoppers,harpoon_ohe_mae_linear,MAR,0.25,0.6792630960480976,0.0699592689919626,50.697007321545016,5.637371321037785
927,shoppers,harpoon_ohe_mae_linear,MAR,0.5,0.7974658357799603,0.0781759439308446,47.30420699723023,5.330134285327303
928,shoppers,harpoon_ohe_mae_linear,MAR,0.75,1.1551525641378289,0.0744398749999112,46.69627025639757,4.7607622190608
929,adult,harpoon_ohe_mae,MAR,0.15,0.956697962555731,0.0723173343294665,71.13064905198793,3.686477672421701
930,adult,GReaT,MAR,0.15,5.745094241418393,7.642425703171078,14.265593233680557,0.351205427420917
931,adult,DiffPuter_Remastered,MAR,0.15,0.9907044150169492,0.0716021984257838,71.71958490798927,3.5900393979121463
932,adult,Remasker,MAR,0.15,0.867889933734537,0.0541016178659113,50.99569188737956,10.386047065301474
933,adult,GAIN,MAR,0.15,1.5736890172138025,0.0545864196938956,22.73399445510549,6.630986711457841
934,adult,Miracle,MAR,0.15,0.9776681606090244,0.0770800840772875,51.73998362642631,7.341253894145092
935,bean,harpoon_ohe_mae,MAR,0.15,0.1470633000135421,0.0597273148596286,,
936,bean,GReaT,MAR,0.15,2.163188850674646,0.1702072077535154,,
937,bean,DiffPuter_Remastered,MAR,0.15,0.1722129434347152,0.0361467935144901,,
938,bean,Remasker,MAR,0.15,0.1510300786346912,0.0419533165059355,,
939,bean,GAIN,MAR,0.15,1.47569371495737,0.0851188048778487,,
940,bean,Miracle,MAR,0.15,0.2647721131872899,0.1538386333216133,,
941,california,harpoon_ohe_mae,MAR,0.15,0.3788239359855652,0.043175209313631,,
942,california,GReaT,MAR,0.15,1.7085720029799134,0.066386873330683,,
943,california,DiffPuter_Remastered,MAR,0.15,0.3913286328315735,0.0382577553391456,,
944,california,Remasker,MAR,0.15,0.5754421658213336,0.0267198600452402,,
945,california,GAIN,MAR,0.15,13.72671722480224,3.985563817210932,,
946,california,Miracle,MAR,0.15,0.276980049141565,0.0250983364148646,,
947,default,harpoon_ohe_mae,MAR,0.15,0.5920776591779903,0.0764521617465344,74.65924786260305,2.8961156345378782
948,default,GReaT,MAR,0.15,1.999225811880629,0.2008813896167032,42.010435974270536,0.7110729409142839
949,default,DiffPuter_Remastered,MAR,0.15,0.722478411334327,0.1151689986636397,73.4552645622393,2.7506890182030603
950,default,Remasker,MAR,0.15,0.657603393392007,0.086539435305218,71.60295020483585,1.711958202281001
951,default,GAIN,MAR,0.15,4.7626773122773525,0.952963194051681,43.77385638645613,3.540858487399397
952,default,Miracle,MAR,0.15,0.9394670090667322,0.3034399562292654,71.43605723933521,1.9094894866055887
953,gesture,harpoon_ohe_mae,MAR,0.15,0.4927059710025787,0.1102928444743156,,
954,gesture,GReaT,MAR,0.15,321466.50313432794,169410.68794704616,,
955,gesture,DiffPuter_Remastered,MAR,0.15,0.404062271118164,0.0894409716129303,,
956,gesture,Remasker,MAR,0.15,0.8108010105222766,0.0850959149435249,,
957,gesture,GAIN,MAR,0.15,1.2626403508294968,0.106077902402792,,
958,gesture,Miracle,MAR,0.15,0.726606501553748,0.1501299324227048,,
959,letter,harpoon_ohe_mae,MAR,0.15,0.4154857099056244,0.0410910807549953,,
960,letter,GReaT,MAR,0.15,1.8345780680919528,0.0562977527595941,,
961,letter,DiffPuter_Remastered,MAR,0.15,0.3206752240657806,0.0352200120687484,,
962,letter,Remasker,MAR,0.15,0.4619486922624241,0.0435431213305051,,
963,letter,GAIN,MAR,0.15,1.0768008587314486,0.0486720377802437,,
964,letter,Miracle,MAR,0.15,0.3905002847702732,0.0185784924616315,,
965,magic,harpoon_ohe_mae,MAR,0.15,1.137565851211548,0.4216620326042175,,
966,magic,GReaT,MAR,0.15,1.885497286352344,0.2292130164199575,,
967,magic,DiffPuter_Remastered,MAR,0.15,0.8632549047470093,0.2485583424568176,,
968,magic,Remasker,MAR,0.15,0.7299478710653069,0.2507363135155311,,
969,magic,GAIN,MAR,0.15,1.3455467140972337,0.2186252052724537,,
970,magic,Miracle,MAR,0.15,0.7287651233954843,0.2558243827913358,,
971,shoppers,harpoon_ohe_mae,MAR,0.15,0.7356781035086563,0.0833509646533224,51.959378707992656,5.79099349212945
972,shoppers,GReaT,MAR,0.15,8.976814157408866,14.66353696380243,37.80220928332907,5.4063021809415694
973,shoppers,DiffPuter_Remastered,MAR,0.15,0.7695043250091953,0.123895785911887,57.65487415078127,4.51145407094051
974,shoppers,Remasker,MAR,0.15,0.6747619553040434,0.0977490080979817,40.73489011191444,6.198986748176905
975,shoppers,GAIN,MAR,0.15,1.363220317449323,0.1163203435700948,43.15677600980358,7.657234528175613
976,shoppers,Miracle,MAR,0.15,1.0826462702560786,0.3488341389653689,36.76485219562254,5.8503367704527935
977,adult,harpoon_ohe_mae_quantile,MAR,0.25,1.0302407013944517,0.0967273796186687,66.60253724572951,3.341703289766313
978,adult,harpoon_ohe_mae_quantile,MAR,0.5,1.1422025151328878,0.1119223500747959,63.246577508175406,3.355189824259273
979,adult,harpoon_ohe_mae_quantile,MAR,0.75,1.4349510146042423,0.1637615604368823,57.80870222237508,4.23744859404492
980,bean,harpoon_ohe_mae_quantile,MAR,0.25,0.3985872451203553,0.0675467825203469,,
981,bean,harpoon_ohe_mae_quantile,MAR,0.5,0.3065157951091045,0.047328310552955,,
982,bean,harpoon_ohe_mae_quantile,MAR,0.75,0.466322357192649,0.0403361213552824,,
983,california,harpoon_ohe_mae_quantile,MAR,0.25,1.0252974131010268,0.0552856541265347,,
984,california,harpoon_ohe_mae_quantile,MAR,0.5,1.0080938070262433,0.1182050362363195,,
985,california,harpoon_ohe_mae_quantile,MAR,0.75,1.132084884036529,0.0596741968895702,,
986,default,harpoon_ohe_mae_quantile,MAR,0.25,12.186000457799244,2.516255752559822,74.88058775993052,2.504286374419518
987,default,harpoon_ohe_mae_quantile,MAR,0.5,13.689234454852905,3.4707949988763795,70.78220258713411,2.081547074189513
988,default,harpoon_ohe_mae_quantile,MAR,0.75,20.44779180557465,9.37134544355672,61.91900138917771,4.158766735320622
989,gesture,harpoon_ohe_mae_quantile,MAR,0.25,10.643270717409216,1.3160769520525974,,
990,gesture,harpoon_ohe_mae_quantile,MAR,0.5,7.605304337653486,1.866804068873588,,
991,gesture,harpoon_ohe_mae_quantile,MAR,0.75,6.690763458334009,1.5918725829902705,,
992,letter,harpoon_ohe_mae_quantile,MAR,0.25,0.525071806704178,0.0335247899006454,,
993,letter,harpoon_ohe_mae_quantile,MAR,0.5,0.823189506535063,0.0474075758603462,,
994,letter,harpoon_ohe_mae_quantile,MAR,0.75,1.297088886158108,0.0346792384231166,,
995,magic,harpoon_ohe_mae_quantile,MAR,0.25,1.5660734962167535,0.5591445871323342,,
996,magic,harpoon_ohe_mae_quantile,MAR,0.5,1.3199061418094746,0.3994951312334068,,
997,magic,harpoon_ohe_mae_quantile,MAR,0.75,1.4210314256624792,0.18283475960057,,
998,shoppers,harpoon_ohe_mae_quantile,MAR,0.25,5.794366845760048,1.802691562433381,50.85731078774258,5.395015384652898
999,shoppers,harpoon_ohe_mae_quantile,MAR,0.5,5.560258608896531,1.5539719909013634,48.29969381570134,5.659501725318473
1000,shoppers,harpoon_ohe_mae_quantile,MAR,0.75,4.776584646912999,0.9894402361706793,48.598740421991565,4.777977300312145
